Name,YT Scope Project,
File,H:\Explicit_MPC_on_PLC\Quad-Tank\Data_Capture\Scope Project.csv,
Starttime of export,132660185944220000,Thursday, May 20, 2021,17:09:54.422
Endtime of export,132660187127720000,Thursday, May 20, 2021,17:11:52.772


Name,fActualValueToScope_1,Name,fActualValueToScope_2,Name,fOutToScope_1,Name,fOutToScope_2,Name,fSetpointValueToScope_1,Name,fSetpointValueToScope_2
3050,0,3050,0,3050,0,3050,0,3050,0,3050,0
3100,0,3100,0,3100,0,3100,0,3100,0,3100,0
3150,0,3150,0,3150,0,3150,0,3150,0,3150,0
3200,0,3200,0,3200,0,3200,0,3200,0,3200,0
3250,0,3250,0,3250,0,3250,0,3250,0,3250,0
3300,0,3300,0,3300,0,3300,0,3300,0,3300,0
3350,0,3350,0,3350,0,3350,0,3350,0,3350,0
3400,0,3400,0,3400,0,3400,0,3400,0,3400,0
3450,0,3450,0,3450,0,3450,0,3450,0,3450,0
3500,0,3500,0,3500,0,3500,0,3500,0,3500,0
3550,0,3550,0,3550,0,3550,0,3550,0,3550,0
3600,0,3600,0,3600,0,3600,0,3600,0,3600,0
3650,0,3650,0,3650,0,3650,0,3650,0,3650,0
3700,0,3700,0,3700,0,3700,0,3700,0,3700,0
3750,0,3750,0,3750,0,3750,0,3750,0,3750,0
3800,0,3800,0,3800,0,3800,0,3800,0,3800,0
3850,0,3850,0,3850,0,3850,0,3850,0,3850,0
3900,0,3900,0,3900,0,3900,0,3900,0,3900,0
3950,0,3950,0,3950,0,3950,0,3950,0,3950,0
4000,0,4000,0,4000,0,4000,0,4000,0,4000,0
4050,0,4050,0,4050,0,4050,0,4050,0,4050,0
4100,0,4100,0,4100,0,4100,0,4100,0,4100,0
4150,0,4150,0,4150,0,4150,0,4150,0,4150,0
4200,0,4200,0,4200,0,4200,0,4200,0,4200,0
4250,0,4250,0,4250,0,4250,0,4250,0,4250,0
4300,0,4300,0,4300,0,4300,0,4300,0,4300,0
4350,0,4350,0,4350,0,4350,0,4350,0,4350,0
4400,0,4400,0,4400,5.7883465066552162,4400,5.1666844692081213,4400,1,4400,1
4450,-0.10254219174385071,4450,0.0158696249127388,4450,4.4889489323645835,4450,4.005410626605153,4450,1,4450,1
4500,-0.10284737497568131,4500,0.0158696249127388,4500,3.7520906320661309,4500,3.348011536046863,4500,1,4500,1
4550,-0.10284737497568131,4550,0.0158696249127388,4550,3.3556917588531978,4550,2.9961417402073747,4550,1,4550,1
4600,-0.1031525582075119,4600,0.015259254723787308,4600,3.1622471376132966,4600,2.8153332878050215,4600,1,4600,1
4650,-0.1034577488899231,4650,0.016479995101690292,4650,3.0857805284930468,4650,2.7547280955029727,4650,1,4650,1
4700,-0.10284737497568131,4700,0.0158696249127388,4700,3.0866817920251606,4700,2.7518584339075209,4700,1,4700,1
4750,-0.10284737497568131,4750,0.016479995101690292,4750,3.1297342331763458,4750,2.7969514201098931,4750,1,4750,1
4800,-0.10254219174385071,4800,0.015564439818263054,4800,3.2026032482270215,4800,2.8593836576500089,4800,1,4800,1
4850,-0.10284737497568131,4850,0.015564439818263054,4850,3.2859004775991325,4850,2.9362204225813482,4850,1,4850,1
4900,-0.10223700851202011,4900,0.015564439818263054,4900,3.3858400209433017,4900,3.0168932387094278,4900,1,4900,1
4950,-0.10284737497568131,4950,0.016479995101690292,4950,3.48725034050263,4950,3.1118431486627807,4950,1,4950,1
5000,-0.10284737497568131,5000,0.0158696249127388,5000,3.5922104272372546,5000,3.2055109919125644,5000,1,5000,1
5050,-0.10284737497568131,5050,0.0158696249127388,5050,3.6960959503428357,5050,3.2946680258819354,5050,1,5050,1
5100,-0.10223700851202011,5100,0.017090365290641785,5100,3.8067862579599749,5100,3.3944154888493649,5100,1,5100,1
5150,-0.10254219174385071,5150,0.016785180196166039,5150,3.9095595924929221,5150,3.497065565797111,5150,1,5150,1
5200,-0.10132145136594772,5200,0.0158696249127388,5200,4.0206110867187652,5200,3.5956220721266692,5200,1,5200,1
5250,-0.10132145136594772,5250,0.015564439818263054,5250,4.1312948413089075,5250,3.697606404706808,5250,1,5250,1
5300,-0.10132145136594772,5300,0.014648884534835815,5300,4.2465646271345117,5300,3.7942100722849204,5300,1,5300,1
5350,-0.10223700851202011,5350,0.014648884534835815,5350,4.3542127822749075,5350,3.8851774304664044,5350,1,5350,1
5400,-0.10193182528018951,5400,0.0158696249127388,5400,4.4642125990934529,5400,3.9604243696402555,5400,1,5400,1
5450,-0.10193182528018951,5450,0.020447401329874992,5450,4.5710852991460182,5450,4.0567484113042678,5450,1,5450,1
5500,-0.10132145136594772,5500,0.021973326802253723,5500,4.6803268992703213,5500,4.1507188670688953,5500,1,5500,1
5550,-0.10101626813411713,5550,0.0238044373691082,5550,4.7960528358102463,5550,4.2525486944640631,5550,1,5550,1
5600,-0.10193182528018951,5600,0.024109622463583946,5600,4.9071668979841849,5600,4.36042475184947,5600,1,5600,1
5650,-0.10223700851202011,5650,0.022888882085680962,5650,5.0101822779219374,5650,4.4492868650698645,5650,1,5650,1
5700,-0.10101626813411713,5700,0.024719992652535439,5700,5.12617346707827,5700,4.55282172996515,5700,1,5700,1
5750,-0.10193182528018951,5750,0.024109622463583946,5750,5.23103779383806,5750,4.6513109462780609,5750,1,5750,1
5800,-0.10101626813411713,5800,0.024109622463583946,5800,5.3419980253476353,5800,4.7510423129132606,5800,1,5800,1
5850,-0.10101626813411713,5850,0.0238044373691082,5850,5.4542170269458561,5850,4.8485952965367565,5850,1,5850,1
5900,-0.10132145136594772,5900,0.0238044373691082,5900,5.5626654232692161,5900,4.9461749092160909,5900,1,5900,1
5950,-0.10101626813411713,5950,0.0238044373691082,5950,5.6715065114290386,5950,5.0421682775829293,5950,1,5950,1
6000,-0.10071107745170593,6000,0.024109622463583946,6000,5.7789688667709145,6000,5.1433380160593432,6000,1,6000,1
6050,-0.10010071098804474,6050,0.023499252274632454,6050,5.8933220337959833,6050,5.2372281278364925,6050,1,6050,1
6100,-0.10071107745170593,6100,0.024109622463583946,6100,6.0032950756628933,6100,5.33366290598396,6100,1,6100,1
6150,-0.10071107745170593,6150,0.024414807558059692,6150,6.1004895699131261,6150,5.4238697307029886,6150,1,6150,1
6200,-0.098269596695899963,6200,0.025940733030438423,6200,6.154124126410947,6200,5.5364422644954638,6200,1,6200,1
6250,-0.0869777500629425,6250,0.023499252274632454,6250,6.2358693431773577,6250,5.3471810632106207,6250,1,6250,1
6300,-0.078737750649452209,6300,0.077822200953960419,6300,6.4057325656538477,6300,5.5479582740012736,6300,1,6300,1
6350,-0.086672566831111908,6350,0.070192575454711914,6350,6.171964579709635,6350,5.6802865720924114,6350,1,6350,1
6400,-0.021057771518826485,6400,0.068666644394397736,6400,6.3288405413445918,6400,5.5226975250772474,6400,1,6400,1
6450,-0.015259254723787308,6450,0.11963255703449249,6450,6.2213449851061151,6450,5.6908865078408635,6450,1,6450,1
6500,0.035706654191017151,6500,0.11871699988842011,6500,6.0624471599838277,6500,5.791005797855207,6500,1,6500,1
6550,0.1034577488899231,6550,0.12482070177793503,6550,6.23014689393229,6550,5.84866881209442,6550,1,6550,1
6600,0.11658070981502533,6600,0.13702811300754547,6600,6.5195841890268724,6600,5.8701919425298525,6600,1,6600,1
6650,0.098269596695899963,6650,0.15625476837158203,6650,6.7326117095615379,6650,5.9704338910442463,6650,1,6650,1
6700,0.08239997923374176,6700,0.16205328702926636,6700,6.5521998932073053,6700,6.060596405104512,6700,1,6700,1
6750,0.1348918080329895,6750,0.16754662990570068,6750,6.7351841437136839,6750,6.2376890776370271,6750,1,6750,1
6800,0.12970367074012756,6800,0.15503403544425964,6800,6.7657877965906676,6800,6.1884766943940122,6800,1,6800,1
6850,0.14709921181201935,6850,0.18066957592964172,6850,6.8045601165526755,6850,6.2685008953624139,6850,1,6850,1
6900,0.16418957710266113,6900,0.18738365173339844,6900,6.9022940966477178,6900,6.2053206716843361,6900,1,6900,1
6950,0.17059847712516785,6950,0.22034363448619843,6950,6.9019508762204751,6950,6.3858938354175061,6950,1,6950,1
7000,0.19348734617233276,7000,0.21210364997386932,7000,7,7000,6.3583626917255405,7000,1,7000,1
7050,0.18280588090419769,7050,0.23712882399559021,7050,6.9454216312364609,7050,6.4096188942344492,7050,1,7050,1
7100,0.2139347642660141,7100,0.25086215138435364,7100,6.9251771856692947,7100,6.4406284308285429,7100,1,7100,1
7150,0.24231696128845215,7150,0.26795250177383423,7150,7,7150,6.4862942401081893,7150,1,7150,1
7200,0.24872586131095886,7200,0.28260138630867004,7200,7,7200,6.4862385766810533,7200,1,7200,1
7250,0.25635546445846558,7250,0.30549028515815735,7250,7,7250,6.5467167614165778,7250,1,7250,1
7300,0.26306954026222229,7300,0.31830805540084839,7300,6.9966099464976219,7300,6.4307583995618742,7300,1,7300,1
7350,0.27863401174545288,7350,0.36317026615142822,7350,6.944294857849683,7350,6.4577311952685328,7350,1,7350,1
7400,0.30976289510726929,7400,0.38697469234466553,7400,7,7400,6.5784278523787885,7400,1,7400,1
7450,0.30640584230422974,7450,0.39155247807502747,7450,7,7450,6.5477842314162888,7450,1,7450,1
7500,0.32227545976638794,7500,0.41962951421737671,7500,7,7500,6.4990651928257384,7500,1,7500,1
7550,0.30549028515815735,7550,0.45319986343383789,7550,7,7550,6.6560325719637552,7550,1,7550,1
7600,0.31922364234924316,7600,0.44984284043312073,7600,7,7600,6.603735807700331,7600,1,7600,1
7650,0.34119695425033569,7650,0.47914060950279236,7650,6.7809677000727477,7650,6.4312211711188425,7650,1,7650,1
7700,0.39277321100234985,7700,0.53437912464141846,7700,6.8449995615861541,7700,6.7335319586980518,7700,1,7700,1
7750,0.40925320982933044,7750,0.50660723447799683,7750,6.9406129013020825,7750,6.6162174626224166,7750,1,7750,1
7800,0.41657763719558716,7800,0.54414504766464233,7800,6.9091254531901489,7800,6.8610876213927838,7800,1,7800,1
7850,0.4440443217754364,7850,0.51881468296051025,7850,7,7850,6.809214725280988,7850,1,7850,1
7900,0.42939543724060059,7900,0.539262056350708,7900,6.8631279207907214,7900,6.7432777623445936,7900,1,7900,1
7950,0.48097169399261475,7950,0.56642353534698486,7950,6.9797786483998348,7950,6.7243944189018707,7950,1,7950,1
8000,0.48371836543083191,8000,0.58839684724807739,8000,6.8997698103538294,8000,6.6316830513517093,8000,1,8000,1
8050,0.51850950717926025,8050,0.62532424926757812,8050,6.8724527876914223,8050,6.7267806162023582,8050,1,8050,1
8100,0.54719686508178711,8100,0.63020718097686768,8100,6.890587257450262,8100,6.7622888663163216,8100,1,8100,1
8150,0.56794947385787964,8150,0.6411939263343811,8150,7,8150,6.6665094574541124,8150,1,8150,1
8200,0.56459242105484009,8200,0.67537462711334229,8200,6.9554799828906422,8200,6.6624456063062132,8200,1,8200,1
8250,0.58626055717468262,8250,0.69612717628479,8250,7,8250,6.690750566729915,8250,1,8250,1
8300,0.59175390005111694,8300,0.70986056327819824,8300,6.8906511156790087,8300,6.6495742655450183,8300,1,8300,1
8350,0.62410348653793335,8350,0.73458051681518555,8350,6.9430582012404569,8350,6.6601959694417765,8350,1,8350,1
8400,0.633564293384552,8400,0.75045013427734375,8400,6.8093971818339556,8400,6.6273366686101234,8400,1,8400,1
8450,0.67567980289459229,8450,0.773033857345581,8450,6.88936692734967,8450,6.6384838033554248,8450,1,8450,1
8500,0.68269908428192139,8500,0.78768277168273926,8500,6.9374551522607222,8500,6.656796396007377,8500,1,8500,1
8550,0.69093906879425049,8550,0.79927974939346313,8550,6.8945128507390381,8550,6.6143360124410631,8550,1,8550,1
8600,0.713827908039093,8600,0.82064270973205566,8600,6.8632558948233573,8600,6.5596104545224581,8600,1,8600,1
8650,0.7361065149307251,8650,0.845362663269043,8650,6.87070196689277,8650,6.6249641429083876,8650,1,8650,1
8700,0.75167089700698853,8700,0.84841459989547729,8700,6.9467104325211579,8700,6.5890457204399917,8700,1,8700,1
8750,0.75289160013198853,8750,0.86642050743103027,8750,6.7928365870277,8750,6.57301500239482,8750,1,8750,1
8800,0.79378640651702881,8800,0.8813745379447937,8800,6.6855910895889936,8800,6.5245395073205872,8800,1,8800,1
8850,0.83223974704742432,8850,0.90212714672088623,8850,6.6838394446597063,8850,6.4378472229189079,8850,1,8850,1
8900,0.85360276699066162,8900,0.93111968040466309,8900,6.8108411072001189,8900,6.3790953639356145,8900,1,8900,1
8950,0.84810936450958252,8950,0.95706045627593994,8950,6.8851339156660627,8950,6.33074543763446,8950,1,8950,1
9000,0.845057487487793,9000,0.98147523403167725,9000,6.5604682689299088,9000,6.3018203409865343,9000,1,9000,1
9050,0.91402935981750488,9050,1.001922607421875,9050,6.6384703927719535,9050,6.2952338014456553,9050,1,9050,1
9100,0.92013305425643921,9100,1.0168768167495728,9100,6.6318239979287341,9100,6.3735818528779111,9100,1,9100,1
9150,0.93600267171859741,9150,1.0135196447372437,9150,6.7398018554502928,9150,6.3653234832672938,9150,1,9150,1
9200,0.92837303876876831,9200,1.0211492776870728,9200,6.6090833419206261,9200,6.1973926400058676,9200,1,9200,1
9250,0.95980709791183472,9250,1.0583819150924683,9250,6.3283536444540323,9250,6.2538011372037667,9250,1,9250,1
9300,1.0248115062713623,9300,1.0589922666549683,9300,6.5198988046756678,9300,6.2655227354137875,9300,1,9300,1
9350,1.0101627111434937,9350,1.0632648468017578,9350,6.4069775200045873,9350,6.2069829568844312,9350,1,9350,1
9400,1.04129159450531,9400,1.078829288482666,9400,6.3790756040755952,9400,6.0652850264657312,9400,1,9400,1
9450,1.0592974424362183,9450,1.1114840507507324,9450,6.3793658392246977,9450,6.0143638527005185,9450,1,9450,1
9500,1.0705893039703369,9500,1.1313210725784302,9500,6.4052329701403616,9500,5.96751041773613,9500,1,9500,1
9550,1.0745567083358765,9550,1.1499373912811279,9550,6.358201737163653,9550,5.8080676174977768,9550,1,9550,1
9600,1.0892056226730347,9600,1.1893062591552734,9600,6.3327504279215265,9600,5.6765937746655553,9600,1,9600,1
9650,1.1001923084259033,9650,1.227454423904419,9650,6.2236931464522547,9650,5.82421408212731,9650,1,9650,1
9700,1.1264381408691406,9700,1.2143315076828003,9700,6.2438623210906652,9700,5.6994615791234366,9700,1,9700,1
9750,1.1310158967971802,9750,1.2424085140228272,9750,6.1729923102181941,9750,5.694350335776388,9750,1,9750,1
9800,1.1496322154998779,9800,1.2506484985351563,9800,6.1257271818323007,9800,5.6980396820781118,9800,1,9800,1
9850,1.1648914813995361,9850,1.2543107271194458,9850,5.9908244541736275,9850,5.6403938352273393,9850,1,9850,1
9900,1.1966307163238525,9900,1.2668232917785645,9900,5.9541975823165076,9900,5.5616906669262942,9900,1,9900,1
9950,1.2131108045578003,9950,1.2836085557937622,9950,5.9364327395481515,9950,5.5171943802549777,9950,1,9950,1
10000,1.224402666091919,10000,1.2949002981185913,10000,5.9228832434578313,10000,5.4463321914621794,10000,1,10000,1
10050,1.2326426506042481,10050,1.3104647397994995,10050,5.7844386258550617,10050,5.3712902626603007,10050,1,10050,1
10100,1.2625508308410645,10100,1.3272500038146973,10100,5.74145742372144,10100,5.30321121729667,10100,1,10100,1
10150,1.2778100967407227,10150,1.3431196212768555,10150,5.702344606238416,10150,5.213844868941635,10150,1,10150,1
10200,1.2909328937530518,10200,1.3629566431045532,10200,5.5755791409568838,10200,5.1971455251595549,10200,1,10200,1
10250,1.3193151950836182,10250,1.3696707487106323,10250,5.4553627632562423,10250,5.0991375386965974,10250,1,10250,1
10300,1.348918080329895,10300,1.38920259475708,10300,5.4425628945978923,10300,5.0284054914267484,10300,1,10300,1
10350,1.3595995903015137,10350,1.4047670364379883,10350,5.3614300250710505,10350,4.9737040259928484,10350,1,10350,1
10400,1.379741907119751,10400,1.4169743061065674,10400,5.3166878672511242,10400,4.89743879696673,10400,1,10400,1
10450,1.39286470413208,10450,1.4322335720062256,10450,5.3282702616346391,10450,4.8145528454240916,10450,1,10450,1
10500,1.39347505569458,10500,1.4487136602401733,10500,5.2548541692043838,10500,4.7403817405496094,10500,1,10500,1
10550,1.4062929153442383,10550,1.4636677503585815,10550,5.2425559795436545,10550,4.6497532126423158,10550,1,10550,1
10600,1.4078187942504883,10600,1.4813684225082398,10600,5.1566364687852424,10600,4.6102133776018883,10600,1,10600,1
10650,1.4209418296813965,10650,1.4896084070205689,10650,5.06388143515124,10650,4.5067803722780866,10650,1,10650,1
10700,1.4365062713623047,10700,1.5079195499420166,10700,4.9802764269890423,10700,4.4163014714218338,10700,1,10700,1
10750,1.4514602422714233,10750,1.5247046947479248,10750,4.89088340204549,10750,4.3278565626917569,10750,1,10750,1
10800,1.4679403305053711,10800,1.5411847829818726,10800,4.831265686387372,10800,4.2690822843657905,10800,1,10800,1
10850,1.4792321920394898,10850,1.5518662929534912,10850,4.7423563383874594,10850,4.2039461355773788,10850,1,10850,1
10900,1.4951016902923584,10900,1.5622425079345703,10900,4.6536374531154205,10900,4.13965236820985,10900,1,10900,1
10950,1.5112767219543457,10950,1.5713980197906494,10950,4.6089828214475128,10950,4.0701627107155876,10950,1,10950,1
11000,1.5192114114761353,11000,1.5805536508560181,11000,4.5191900047766325,11000,3.9763615677769515,11000,1,11000,1
11050,1.5338602066040039,11050,1.5936765670776367,11050,4.4086366693292343,11050,3.8943986901650156,11050,1,11050,1
11100,1.5527818202972412,11100,1.6049684286117554,11100,4.327576845518605,11100,3.8094832154517961,11100,1,11100,1
11150,1.5671254396438599,11150,1.616565465927124,11150,4.3093245130818216,11150,3.7252687178495876,11150,1,11150,1
11200,1.5689564943313599,11200,1.6278572082519531,11200,4.2211293182248539,11200,3.6444942645694822,11200,1,11200,1
11250,1.5808588266372681,11250,1.6382336616516113,11250,4.1168798944487968,11250,3.5693817089477786,11250,1,11250,1
11300,1.5961180925369263,11300,1.6470838785171509,11300,4.0571135613253588,11300,3.4842326864886046,11300,1,11300,1
11350,1.6037476062774658,11350,1.6571550369262695,11350,4.00160446922069,11350,3.389982962029443,11350,1,11350,1
11400,1.6092410087585449,11400,1.6687521934509277,11400,3.9038467508410521,11400,3.3173076664908328,11400,1,11400,1
11450,1.6214483976364136,11450,1.6763817071914673,11450,3.8384320447209537,11450,3.23192175868175,11450,1,11450,1
11500,1.6281623840332031,11500,1.6855372190475464,11500,3.7921803845830593,11500,3.1548242860616535,11500,1,11500,1
11550,1.6302988529205322,11550,1.692861795425415,11550,3.6748519747029444,11550,3.06479329219945,11550,1,11550,1
11600,1.6443372964859009,11600,1.7020173072814941,11600,3.5823493350935394,11600,2.9666256630509351,11600,1,11600,1
11650,1.6553239822387695,11650,1.7126988172531128,11650,3.5166025258983615,11650,2.8842382114582805,11650,1,11650,1
11700,1.6614276170730591,11700,1.7206335067749023,11700,3.4132808024665975,11700,2.782974267390582,11700,1,11700,1
11750,1.6736351251602173,11750,1.7316203117370606,11750,3.3392363994557419,11750,2.7089193432850913,11750,1,11750,1
11800,1.6809594631195068,11800,1.73772394657135,11800,3.2643296815746283,11800,2.6135832520916025,11800,1,11800,1
11850,1.6876735687255859,11850,1.7468795776367188,11850,3.1667435950960674,11850,2.5360746119972446,11850,1,11850,1
11900,1.6980499029159546,11900,1.7526780366897583,11900,3.0615257358953927,11900,2.4351329624388436,11900,1,11900,1
11950,1.7102572917938232,11950,1.7621387243270874,11950,3.0089108365866886,11950,2.3742104187449105,11950,1,11950,1
12000,1.7130039930343628,12000,1.7642749547958374,12000,2.8999410016443337,12000,2.2891836571598221,12000,1,12000,1
12050,1.7246009111404419,12050,1.769463062286377,12050,2.7937663517508509,12050,2.2140381272378065,12050,1,12050,1
12100,1.73650324344635,12100,1.7725150585174561,12100,2.7285814056315187,12100,2.1097296846355493,12100,1,12100,1
12150,1.7410809993743897,12150,1.7804498672485352,12150,2.6574015714686019,12150,2.0217613755134041,12150,1,12150,1
12200,1.7453534603118897,12200,1.7859432697296143,12200,2.5875272066420858,12200,1.9439249267260605,12200,1,12200,1
12250,1.7484054565429688,12250,1.7893002033233643,12250,2.5193905559048977,12250,1.8514804860997418,12250,1,12250,1
12300,1.7502365112304688,12300,1.7947936058044434,12300,2.4244561052689511,12300,1.7561841634540685,12300,1,12300,1
12350,1.7563402652740479,12350,1.8008972406387329,12350,2.3286668008637168,12350,1.7032570274251058,12350,1,12350,1
12400,1.7630542516708374,12400,1.7990660667419434,12400,2.2507844686401923,12400,1.5994911644802896,12400,1,12400,1
12450,1.766716480255127,12450,1.8051698207855225,12450,2.1621521588351156,12450,1.5268917404977325,12450,1,12450,1
12500,1.7719047069549561,12500,1.8060853481292725,12500,2.0895539253911868,12500,1.4454764895658399,12500,1,12500,1
12550,1.7740409374237061,12550,1.8079164028167725,12550,2.0083463206119236,12550,1.3434720288527429,12550,1,12550,1
12600,1.7770928144454956,12600,1.8134098052978516,12600,1.9162393562779962,12600,1.2833521661646612,12600,1,12600,1
12650,1.7819757461547852,12650,1.8115787506103516,12650,1.8542389051041686,12650,1.1939973808817532,12650,1,12650,1
12700,1.7813653945922852,12700,1.8140202760696411,12700,1.7670950537724306,12700,1.1136866463716306,12700,1,12700,1
12750,1.7844171524047852,12750,1.8149358034133911,12750,1.6679272496433861,12750,1.0288927637633965,12750,1,12750,1
12800,1.7899106740951538,12800,1.8164616823196411,12800,1.5703949199606067,12800,0.93760587621315017,12800,1,12800,1
12850,1.7957091331481934,12850,1.8192083835601807,12850,1.5182044315480645,12850,0.8476489370976904,12850,1,12850,1
12900,1.7932676076889038,12900,1.8219549655914307,12900,1.4364784778293049,12900,0.76158267682284231,12900,1,12900,1
12950,1.7947936058044434,12950,1.8240914344787598,12950,1.360717600279217,12950,0.68952122971707652,12950,1,12950,1
13000,1.7950987815856934,13000,1.8234808444976807,13000,1.2495423120666536,13000,0.59946038779791644,13000,1,13000,1
13050,1.8018127679824829,13050,1.8256173133850098,13050,1.1945249304866192,13050,0.53295202080712611,13050,1,13050,1
13100,1.7990660667419434,13100,1.8234808444976807,13100,1.0887084114220977,13100,0.41552171751443095,13100,1,13100,1
13150,1.8045594692230225,13150,1.8301950693130493,13150,1.0202472616086746,13150,0.354014903870723,13150,1,13150,1
13200,1.8039489984512329,13200,1.8277535438537598,13200,0.96517310158016367,13200,0.27012686197012747,13200,1,13200,1
13250,1.7999817132949829,13250,1.8283638954162598,13250,0.84594169946373743,13250,0.18772391864091206,13250,1,13250,1
13300,1.8070008754730225,13300,1.8286691904067993,13300,0.779205253299244,13300,0.1144810142423513,13300,1,13300,1
13350,1.8057801723480225,13350,1.8271431922912598,13350,0.69038249608943958,13350,0.022769442040073928,13350,1,13350,1
13400,1.8079164028167725,13400,1.8286691904067993,13400,0.618914031354011,13400,0,13400,1,13400,1
13450,1.8070008754730225,13450,1.8277535438537598,13450,0.51732039138223018,13450,0,13450,1,13450,1
13500,1.8112735748291016,13500,1.8240914344787598,13500,0.46341445935991604,13500,0,13500,1,13500,1
13550,1.8073060512542725,13550,1.8253121376037598,13550,0.38624709862904094,13550,0,13550,1,13550,1
13600,1.8063905239105225,13600,1.8216497898101807,13600,0.3181103882547402,13600,0,13600,1,13600,1
13650,1.8036438226699829,13650,1.8219549655914307,13650,0.2394882161084525,13650,0,13650,1,13650,1
13700,1.8024231195449829,13700,1.8170720338821411,13700,0.153281342531068,13700,0,13700,1,13700,1
